coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,message,rain
"{'lon': -35.74, 'lat': -9.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 73.4, 'feels_like': 80.58, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1014, 'humidity': 94}",10000.0,"{'speed': 2.24, 'deg': 70}",{'all': 40},1593038500.0,"{'type': 1, 'id': 8413, 'country': 'BR', 'sunrise': 1592987919, 'sunset': 1593029530}",-10800.0,3395981.0,Maceió,200,,
"{'lon': 77.58, 'lat': 34.17}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 54.48, 'feels_like': 47.1, 'temp_min': 54.48, 'temp_max': 54.48, 'pressure': 1016, 'humidity': 42, 'sea_level': 1016, 'grnd_level': 678}",,"{'speed': 6.73, 'deg': 262}",{'all': 56},1593038303.0,"{'country': 'IN', 'sunrise': 1593041964, 'sunset': 1593093908}",19800.0,1264976.0,Leh,200,,
"{'lon': 126.91, 'lat': 41.81}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 63.41, 'feels_like': 64.2, 'temp_min': 63.41, 'temp_max': 63.41, 'pressure': 1005, 'humidity': 77, 'sea_level': 1005, 'grnd_level': 965}",,"{'speed': 1.97, 'deg': 89}",{'all': 85},1593038501.0,"{'country': 'CN', 'sunrise': 1593028716, 'sunset': 1593083474}",28800.0,2036069.0,Linjiang,200,,
"{'lon': 8.06, 'lat': 6.63}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 74.77, 'feels_like': 79.12, 'temp_min': 74.77, 'temp_max': 74.77, 'pressure': 1013, 'humidity': 93, 'sea_level': 1013, 'grnd_level': 1000}",,"{'speed': 8.25, 'deg': 219}",{'all': 100},1593038501.0,"{'country': 'NG', 'sunrise': 1592975700, 'sunset': 1593020722}",3600.0,2343985.0,Effium,200,,
"{'lon': 102.27, 'lat': -3.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 76.71, 'feels_like': 81.07, 'temp_min': 76.71, 'temp_max': 76.71, 'pressure': 1009, 'humidity': 69, 'sea_level': 1009, 'grnd_level': 1006}",,"{'speed': 2.26, 'deg': 38}",{'all': 98},1593038463.0,"{'country': 'ID', 'sunrise': 1593040587, 'sunset': 1593083432}",25200.0,1649150.0,Bengkulu,200,,
"{'lon': -78.28, 'lat': 26.62}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 86, 'feels_like': 98.01, 'temp_min': 86, 'temp_max': 86, 'pressure': 1017, 'humidity': 84}",10000.0,"{'speed': 3.36, 'deg': 160}",{'all': 75},1593038501.0,"{'type': 1, 'id': 7260, 'country': 'BS', 'sunrise': 1592994080, 'sunset': 1593043791}",-14400.0,3572189.0,High Rock,200,,
"{'lon': 39.51, 'lat': 68.05}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 42.21, 'feels_like': 37.49, 'temp_min': 42.21, 'temp_max': 42.21, 'pressure': 1023, 'humidity': 86, 'sea_level': 1023, 'grnd_level': 1021}",,"{'speed': 3.87, 'deg': 296}",{'all': 100},1593038501.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",10800.0,556268.0,Ostrovnoy,200,,
"{'lon': 112.21, 'lat': -6.88}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 75.16, 'feels_like': 79.2, 'temp_min': 75.16, 'temp_max': 75.16, 'pressure': 1010, 'humidity': 87, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 7.34, 'deg': 181}",{'all': 86},1593038501.0,"{'country': 'ID', 'sunrise': 1593038523, 'sunset': 1593080725}",25200.0,8079926.0,Labuhan,200,,
"{'lon': 85.22, 'lat': 20.95}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 80.87, 'feels_like': 88.07, 'temp_min': 80.87, 'temp_max': 80.87, 'pressure': 1004, 'humidity': 85, 'sea_level': 1004, 'grnd_level': 995}",,"{'speed': 6.58, 'deg': 121}",{'all': 54},1593038501.0,"{'country': 'IN', 'sunrise': 1593041979, 'sunset': 1593090225}",19800.0,1255143.0,Tālcher,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -80.9, 'lat': -2.23}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 75.2, 'feels_like': 77.5, 'temp_min': 75.2, 'temp_max': 75.2, 'pressure': 1010, 'humidity': 83}",10000.0,"{'speed': 9.17, 'deg': 240}",{'all': 40},1593038501.0,"{'type': 1, 'id': 8538, 'country': 'EC', 'sunrise': 1592997979, 'sunset': 1593041150}",-18000.0,3655131.0,La Libertad,200,,
"{'lon': -72.45, 'lat': 48.65}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 69.48, 'temp_min': 77, 'temp_max': 77, 'pressure': 999, 'humidity': 50}",64372.0,"{'speed': 17.22, 'deg': 230, 'gust': 27.51}",{'all': 75},1593038501.0,"{'type': 1, 'id': 901, 'country': 'CA', 'sunrise': 1592988488, 'sunset': 1593046585}",-14400.0,6138201.0,Saint-Félicien,200,,
"{'lon': 145.57, 'lat': 43.32}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 51.4, 'feels_like': 46.36, 'temp_min': 51.4, 'temp_max': 51.4, 'pressure': 1016, 'humidity': 84, 'sea_level': 1016, 'grnd_level': 1015}",,"{'speed': 7.61, 'deg': 87}",{'all': 94},1593038229.0,"{'country': 'JP', 'sunrise': 1593023911, 'sunset': 1593079321}",32400.0,2128975.0,Nemuro,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': 44.13, 'lat': 17.49}","[{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50n'}]",stations,"{'temp': 80.6, 'feels_like': 75.09, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1012, 'humidity': 14}",5000.0,"{'speed': 2.24, 'deg': 330}",{'all': 46},1593038330.0,"{'type': 1, 'id': 7421, 'country': 'SA', 'sunrise': 1593052256, 'sunset': 1593099674}",10800.0,103630.0,Najrān,200,,
"{'lon': 9.28, 'lat': 47.39}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 59.14, 'feels_like': 57.88, 'temp_min': 54, 'temp_max': 62.01, 'pressure': 1020, 'humidity': 77}",10000.0,"{'speed': 3.36, 'deg': 250}",{'all': 0},1593038502.0,"{'type': 1, 'id': 6944, 'country': 'CH', 'sunrise': 1593055637, 'sunset': 1593113023}",7200.0,2660365.0,Herisau,200,,
"{'lon': -152.41, 'lat': 57.79}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 53.6, 'feels_like': 48.81, 'temp_min': 53.6, 'temp_max': 53.6, 'pressure': 1009, 'humidity': 76}",16093.0,"{'speed': 6.93, 'deg': 70}",{'all': 90},1593038443.0,"{'type': 1, 'id': 7668, 'country': 'US', 'sunrise': 1593004150, 'sunset': 1593069309}",-28800.0,5866583.0,Saint Paul Harbor,200,,
"{'lon': 118.57, 'lat': -20.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 55.4, 'feels_like': 50.41, 'temp_min': 55.4, 'temp_max': 55.4, 'pressure': 1017, 'humidity': 76}",10000.0,"{'speed': 8.05, 'deg': 170}",{'all': 0},1593038501.0,"{'type': 1, 'id': 9585, 'country': 'AU', 'sunrise': 1593038474, 'sunset': 1593077720}",28800.0,2063042.0,Port Hedland,200,,
"{'lon': 97.45, 'lat': 58.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 67.8, 'feels_like': 67.48, 'temp_min': 67.8, 'temp_max': 67.8, 'pressure': 1004, 'humidity': 60, 'sea_level': 1004, 'grnd_level': 988}",,"{'speed': 2.46, 'deg': 118}",{'all': 99},1593038300.0,"{'country': 'RU', 'sunrise': 1593030265, 'sunset': 1593096068}",25200.0,1509844.0,Boguchany,200,,
"{'lon': 106.34, 'lat': 39.23}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 77, 'feels_like': 71.49, 'temp_min': 77, 'temp_max': 77, 'pressure': 829, 'humidity': 15}",,"{'speed': 1.99, 'deg': 90, 'gust': 5.01}",{'all': 6},1593038502.0,"{'type': 3, 'id': 2000025, 'country': 'CN', 'sunrise': 1593034170, 'sunset': 1593087895}",28800.0,1794971.0,Shitanjing,200,,
"{'lon': 70.83, 'lat': 66.83}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 47.52, 'feels_like': 40.35, 'temp_min': 47.52, 'temp_max': 47.52, 'pressure': 1007, 'humidity': 64, 'sea_level': 1007, 'grnd_level': 1007}",,"{'speed': 7.47, 'deg': 52}",{'all': 42},1593038484.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",18000.0,1486321.0,Yar-Sale,200,,
"{'lon': -25.67, 'lat': 37.73}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 62.6, 'feels_like': 60.39, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1029, 'humidity': 72}",10000.0,"{'speed': 5.82, 'deg': 320}",{'all': 75},1593038502.0,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1592979720, 'sunset': 1593032895}",0.0,3372783.0,Ponta Delgada,200,,
"{'lon': 15.16, 'lat': -26.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 62.6, 'feels_like': 56.55, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1016, 'humidity': 33}",,"{'speed': 4.7, 'deg': 10}",{'all': 0},1593038366.0,"{'type': 1, 'id': 2260, 'country': 'NA', 'sunrise': 1593064078, 'sunset': 1593101760}",7200.0,3355672.0,Lüderitz,200,,
"{'lon': -42.51, 'lat': -22.92}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 73.4, 'feels_like': 72.25, 'temp_min': 73.4, 'temp_max': 73.4, 'pressure': 1014, 'humidity': 56}",10000.0,"{'speed': 5.82, 'deg': 200}",{'all': 46},1593038502.0,"{'type': 1, 'id': 8429, 'country': 'BR', 'sunrise': 1592991041, 'sunset': 1593029659}",-10800.0,3448011.0,Saquarema,200,,
"{'lon': 106.27, 'lat': 45.76}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 55.74, 'feels_like': 44.92, 'temp_min': 55.74, 'temp_max': 55.74, 'pressure': 1005, 'humidity': 69, 'sea_level': 1005, 'grnd_level': 852}",,"{'speed': 17.45, 'deg': 0}",{'all': 8},1593038502.0,"{'country': 'MN', 'sunrise': 1593032773, 'sunset': 1593089326}",28800.0,2030065.0,Mandalgovi,200,,
"{'lon': 44.74, 'lat': 43.06}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 63.21, 'feels_like': 63.82, 'temp_min': 62.01, 'temp_max': 64.4, 'pressure': 1014, 'humidity': 88}",10000.0,"{'speed': 4.47, 'deg': 350}",{'all': 37},1593038502.0,"{'type': 1, 'id': 8969, 'country': 'RU', 'sunrise': 1593048173, 'sunset': 1593103464}",10800.0,515805.0,Oktyabr'skoye,200,,{'1h': 0.11}
"{'lon': -67.49, 'lat': 6.19}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 87.8, 'feels_like': 94.77, 'temp_min': 87.8, 'temp_max': 87.8, 'pressure': 1008, 'humidity': 58}",8000.0,"{'speed': 2.24, 'deg': 0}",{'all': 40},1593038502.0,"{'type': 1, 'id': 8586, 'country': 'CO', 'sunrise': 1592993881, 'sunset': 1593038810}",-18000.0,3671519.0,Puerto Carreño,200,,
"{'lon': 110.4, 'lat': 18.8}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 83.17, 'feels_like': 88.57, 'temp_min': 83.17, 'temp_max': 83.17, 'pressure': 1005, 'humidity': 86, 'sea_level': 1005, 'grnd_level': 1004}",,"{'speed': 12.66, 'deg': 202}",{'all': 100},1593038502.0,"{'country': 'CN', 'sunrise': 1593036194, 'sunset': 1593083922}",28800.0,1791779.0,Wanning,200,,
"{'lon': 50.68, 'lat': 33.99}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 79.86, 'feels_like': 74.32, 'temp_min': 79.86, 'temp_max': 79.86, 'pressure': 1010, 'humidity': 17, 'sea_level': 1010, 'grnd_level': 853}",,"{'speed': 3.27, 'deg': 157}",{'all': 0},1593038502.0,"{'country': 'IR', 'sunrise': 1593048451, 'sunset': 1593100335}",16200.0,136399.0,Delījān,200,,
"{'lon': 7.39, 'lat': 18.74}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 93.7, 'feels_like': 84.81, 'temp_min': 93.7, 'temp_max': 93.7, 'pressure': 1010, 'humidity': 10, 'sea_level': 1010, 'grnd_level': 964}",,"{'speed': 8.68, 'deg': 106}",{'all': 16},1593038503.0,"{'country': 'NE', 'sunrise': 1592974513, 'sunset': 1593022230}",3600.0,2447513.0,Arlit,200,,
"{'lon': 81.12, 'lat': 6.12}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 77, 'feels_like': 87.3, 'temp_min': 77, 'temp_max': 77, 'pressure': 1006, 'humidity': 100}",9000.0,"{'speed': 2.24, 'deg': 0}",{'all': 90},1593038503.0,"{'type': 1, 'id': 9124, 'country': 'LK', 'sunrise': 1593044630, 'sunset': 1593089543}",19800.0,1244926.0,Hambantota,200,,
"{'lon': 68.51, 'lat': 43.52}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 69.24, 'feels_like': 59.47, 'temp_min': 69.24, 'temp_max': 69.24, 'pressure': 1009, 'humidity': 23, 'sea_level': 1009, 'grnd_level': 960}",,"{'speed': 10.47, 'deg': 33}",{'all': 0},1593038503.0,"{'country': 'KZ', 'sunrise': 1593042365, 'sunset': 1593097861}",21600.0,1522751.0,Kentau,200,,
"{'lon': 9.26, 'lat': -1.57}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 72.88, 'feels_like': 75.36, 'temp_min': 72.88, 'temp_max': 72.88, 'pressure': 1015, 'humidity': 83, 'sea_level': 1015, 'grnd_level': 1014}",,"{'speed': 6.89, 'deg': 190}",{'all': 93},1593038503.0,"{'country': 'GA', 'sunrise': 1592976269, 'sunset': 1593019577}",3600.0,2396853.0,Omboué,200,,
"{'lon': 14.51, 'lat': -22.96}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 62.78, 'feels_like': 56.12, 'temp_min': 62.6, 'temp_max': 63, 'pressure': 1017, 'humidity': 44}",,"{'speed': 8.05, 'deg': 360}",{'all': 0},1593038217.0,"{'type': 1, 'id': 2288, 'country': 'NA', 'sunrise': 1593063768, 'sunset': 1593102382}",7200.0,3359638.0,Walvis Bay,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -101.86, 'lat': 54.77}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 77, 'feels_like': 74.21, 'temp_min': 77, 'temp_max': 77, 'pressure': 1007, 'humidity': 41}",24140.0,"{'speed': 5.82, 'deg': 160}",{'all': 90},1593038503.0,"{'type': 1, 'id': 782, 'country': 'CA', 'sunrise': 1592993445, 'sunset': 1593055746}",-18000.0,5954718.0,Flin Flon,200,,
"{'lon': -73.82, 'lat': -41.87}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 41.97, 'feels_like': 38.52, 'temp_min': 41, 'temp_max': 43, 'pressure': 1017, 'humidity': 93}",10000.0,"{'speed': 2.24, 'deg': 0}",{'all': 75},1593038503.0,"{'type': 1, 'id': 8512, 'country': 'CL', 'sunrise': 1593001427, 'sunset': 1593034303}",-14400.0,3899695.0,Ancud,200,,
"{'lon': 178.42, 'lat': 69.38}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 34.68, 'feels_like': 22.8, 'temp_min': 34.68, 'temp_max': 34.68, 'pressure': 1011, 'humidity': 85, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 14.41, 'deg': 318}",{'all': 100},1593038446.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",43200.0,2123814.0,Leningradskiy,200,,
"{'lon': -22.43, 'lat': 63.84}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 48.2, 'feels_like': 41.76, 'temp_min': 48.2, 'temp_max': 48.2, 'pressure': 1005, 'humidity': 87}",10000.0,"{'speed': 9.17, 'deg': 260}",{'all': 75},1593038503.0,"{'type': 1, 'id': 90, 'country': 'IS', 'sunrise': 1592967977, 'sunset': 1593043083}",0.0,3416888.0,Grindavik,200,,
"{'lon': -57.87, 'lat': -21.04}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 85.5, 'feels_like': 82.2, 'temp_min': 85.5, 'temp_max': 85.5, 'pressure': 1004, 'humidity': 41, 'sea_level': 1004, 'grnd_level': 995}",,"{'speed': 11.05, 'deg': 20}",{'all': 97},1593038503.0,"{'country': 'PY', 'sunrise': 1592994500, 'sunset': 1593033573}",-14400.0,3438102.0,Fuerte Olimpo,200,,
"{'lon': 73.07, 'lat': 6.62}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 83.05, 'feels_like': 83.23, 'temp_min': 83.05, 'temp_max': 83.05, 'pressure': 1006, 'humidity': 79, 'sea_level': 1006, 'grnd_level': 1005}",,"{'speed': 18.95, 'deg': 266}",{'all': 100},1593038503.0,"{'country': 'MV', 'sunrise': 1593046509, 'sunset': 1593091528}",18000.0,1337613.0,Kulhudhuffushi,200,,{'1h': 1.47}
"{'lon': 1.41, 'lat': 18.44}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 88.48, 'feels_like': 84.96, 'temp_min': 88.48, 'temp_max': 88.48, 'pressure': 1010, 'humidity': 19, 'sea_level': 1010, 'grnd_level': 959}",,"{'speed': 2.66, 'deg': 333}",{'all': 56},1593038503.0,"{'country': 'ML', 'sunrise': 1592975984, 'sunset': 1593023630}",0.0,2455290.0,Kidal,200,,
"{'lon': 11.18, 'lat': 53.43}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 61.32, 'feels_like': 59.41, 'temp_min': 61, 'temp_max': 62.01, 'pressure': 1023, 'humidity': 83}",,"{'speed': 6.78, 'deg': 57}",{'all': 46},1593038504.0,"{'type': 3, 'id': 2034145, 'country': 'DE', 'sunrise': 1593053267, 'sunset': 1593114481}",7200.0,2912481.0,Hagenow,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -2.24, 'lat': 4.87}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 77.34, 'feels_like': 81.82, 'temp_min': 77.34, 'temp_max': 77.34, 'pressure': 1013, 'humidity': 89, 'sea_level': 1013, 'grnd_level': 1011}",,"{'speed': 9.24, 'deg': 184}",{'all': 60},1593038466.0,"{'country': 'GH', 'sunrise': 1592978358, 'sunset': 1593023009}",0.0,2303611.0,Esim,200,,{'1h': 0.18}
"{'lon': 27.43, 'lat': 44.22}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 73, 'feels_like': 75.58, 'temp_min': 73, 'temp_max': 73, 'pressure': 1021, 'humidity': 63}",,"{'speed': 1.01, 'deg': 13, 'gust': 3}",{'all': 2},1593038504.0,"{'type': 3, 'id': 2000330, 'country': 'RO', 'sunrise': 1593052067, 'sunset': 1593107880}",10800.0,668660.0,Roseţi,200,,
"{'lon': -75.87, 'lat': 40.13}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 78.93, 'feels_like': 75.99, 'temp_min': 77, 'temp_max': 82, 'pressure': 1011, 'humidity': 44}",16093.0,"{'speed': 8.05, 'deg': 260}",{'all': 1},1593038504.0,"{'type': 1, 'id': 4969, 'country': 'US', 'sunrise': 1592991317, 'sunset': 1593045398}",-14400.0,5184079.0,Chester,200,,
,,,,,,,,,,,,404,city not found,
"{'lon': -46.02, 'lat': -1.2}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 77.16, 'feels_like': 82.09, 'temp_min': 77.16, 'temp_max': 77.16, 'pressure': 1011, 'humidity': 87, 'sea_level': 1011, 'grnd_level': 1009}",,"{'speed': 7.61, 'deg': 98}",{'all': 95},1593038276.0,"{'country': 'BR', 'sunrise': 1592989500, 'sunset': 1593032885}",-10800.0,3402648.0,Carutapera,200,,
"{'lon': 50.17, 'lat': -14.27}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 69.94, 'feels_like': 69.19, 'temp_min': 69.94, 'temp_max': 69.94, 'pressure': 1017, 'humidity': 85, 'sea_level': 1017, 'grnd_level': 1015}",,"{'speed': 10.92, 'deg': 199}",{'all': 6},1593038504.0,"{'country': 'MG', 'sunrise': 1593054205, 'sunset': 1593094825}",10800.0,1056899.0,Sambava,200,,
"{'lon': 156.12, 'lat': 50.68}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 52.45, 'feels_like': 47.35, 'temp_min': 52.45, 'temp_max': 52.45, 'pressure': 1015, 'humidity': 75, 'sea_level': 1015, 'grnd_level': 1013}",,"{'speed': 6.89, 'deg': 292}",{'all': 8},1593038433.0,"{'country': 'RU', 'sunrise': 1593019427, 'sunset': 1593078741}",39600.0,2121385.0,Severo-Kuril'sk,200,,
"{'lon': 72.6, 'lat': 61.1}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 53.6, 'feels_like': 50.94, 'temp_min': 53.6, 'temp_max': 53.6, 'pressure': 1002, 'humidity': 100}",10000.0,"{'speed': 6.71, 'deg': 90}",{'all': 20},1593038504.0,"{'type': 1, 'id': 8987, 'country': 'RU', 'sunrise': 1593034409, 'sunset': 1593103854}",18000.0,1497917.0,Nefteyugansk,200,,
"{'lon': -1.16, 'lat': 50.73}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 67.44, 'feels_like': 69.85, 'temp_min': 66, 'temp_max': 70, 'pressure': 1019, 'humidity': 79}",,"{'speed': 1.99, 'deg': 152, 'gust': 3}",{'all': 0},1593038504.0,"{'type': 3, 'id': 2012289, 'country': 'GB', 'sunrise': 1592970746, 'sunset': 1593030103}",3600.0,2638911.0,Ryde,200,,
"{'lon': -16.71, 'lat': 28.37}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 69.22, 'feels_like': 72.32, 'temp_min': 64.99, 'temp_max': 73.99, 'pressure': 1022, 'humidity': 79}",,"{'speed': 1.99, 'deg': 90, 'gust': 5.01}",{'all': 81},1593038504.0,"{'type': 3, 'id': 2002772, 'country': 'ES', 'sunrise': 1592979059, 'sunset': 1593029255}",3600.0,2516474.0,Icod de los Vinos,200,,
"{'lon': -157.74, 'lat': 21.4}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 82.6, 'feels_like': 82.94, 'temp_min': 81, 'temp_max': 84.2, 'pressure': 1016, 'humidity': 62}",16093.0,"{'speed': 11.41, 'deg': 60}",{'all': 20},1593038342.0,"{'type': 1, 'id': 7877, 'country': 'US', 'sunrise': 1593013829, 'sunset': 1593062188}",-36000.0,5847486.0,Kailua,200,,
"{'lon': -63.9, 'lat': -8.76}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 86, 'feels_like': 92.48, 'temp_min': 86, 'temp_max': 86, 'pressure': 1008, 'humidity': 62}",10000.0,"{'speed': 3.36, 'deg': 70}",{'all': 40},1593038504.0,"{'type': 1, 'id': 8424, 'country': 'BR', 'sunrise': 1592994581, 'sunset': 1593036386}",-14400.0,3662762.0,Porto Velho,200,,
"{'lon': -70.48, 'lat': -25.4}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 57.51, 'feels_like': 54.88, 'temp_min': 57.51, 'temp_max': 57.51, 'pressure': 1017, 'humidity': 75, 'sea_level': 1017, 'grnd_level': 1015}",,"{'speed': 4.65, 'deg': 186}",{'all': 81},1593038505.0,"{'country': 'CL', 'sunrise': 1592998064, 'sunset': 1593036063}",-14400.0,3870243.0,Taltal,200,,
